,kontratTuru,kontratAdi,clearingQuantityAsk,clearingQuantityBid
869,Blok,PB20011217-01,168.7,168.7
870,Saatlik,PH20011217,194.4,194.4
874,Blok,PB20011218-01,173.6,173.6
875,Saatlik,PH20011218,311.9,311.9
878,Blok,PB20011219-01,192.8,192.8
879,Blok,PB20011219-02,5.0,5.0
880,Saatlik,PH20011219,292.7,292.7
884,Blok,PB20011220-01,161.5,161.5
885,Saatlik,PH20011220,307.7,307.7
888,Blok,PB20011221-01,173.8,173.8
889,Saatlik,PH20011221,287.2,287.2
892,Blok,PB20011222-01,225.1,225.1
893,Saatlik,PH20011222,401.9,401.9
895,Blok,PB20011223-01,227.9,227.9
896,Saatlik,PH20011223,462.2,462.2
897,Blok,PB20011300-01,165.6,165.6
898,Saatlik,PH20011300,143.8,143.8
899,Blok,PB20011301-01,194.1,194.1
900,Saatlik,PH20011301,157.0,157.0
901,Blok,PB20011302-01,222.5,222.5
902,Saatlik,PH20011302,141.3,141.3
903,Blok,PB20011303-01,212.6,212.6
904,Saatlik,PH20011303,158.1,158.1
905,Blok,PB20011304-01,175.6,175.6
906,Saatlik,PH20011304,196.5,196.5
907,Blok,PB20011305-01,201.5,201.5
908,Saatlik,PH20011305,247.4,247.4
909,Blok,PB20011306-01,220.2,220.2
910,Saatlik,PH20011306,133.5,133.5
911,Blok,PB20011307-01,224.4,224.4
912,Saatlik,PH20011307,131.1,131.1
913,Blok,PB20011308-01,193.6,193.6
914,Saatlik,PH20011308,126.2,126.2
915,Blok,PB20011309-01,145.3,145.3
916,Saatlik,PH20011309,133.2,133.2
917,Blok,PB20011310-01,132.0,132.0
918,Saatlik,PH20011310,182.2,182.2
919,Blok,PB20011311-01,138.0,138.0
920,Blok,PB20011311-05,4.0,4.0
921,Saatlik,PH20011311,284.3,284.3
923,Blok,PB20011312-01,167.9,167.9
924,Blok,PB20011312-05,11.0,11.0
925,Blok,PB20011312-06,5.0,5.0
926,Saatlik,PH20011312,546.2,546.2
930,Blok,PB20011313-01,143.1,143.1
931,Blok,PB20011313-05,1.5,1.5
932,Saatlik,PH20011313,523.4,523.4
937,Blok,PB20011314-01,137.6,137.6
938,Saatlik,PH20011314,468.0,468.0
943,Blok,PB20011315-01,155.3,155.3
944,Blok,PB20011315-02,0.8,0.8
945,Saatlik,PH20011315,497.5,497.5
950,Blok,PB20011316-01,175.6,175.6
951,Blok,PB20011316-08,4.0,4.0
952,Saatlik,PH20011316,483.6,483.6
956,Blok,PB20011317-01,153.4,153.4
957,Saatlik,PH20011317,827.4,827.4
959,Blok,PB20011318-01,162.3,162.3
960,Saatlik,PH20011318,678.8,678.8
962,Blok,PB20011319-01,146.6,146.6
963,Saatlik,PH20011319,476.4,476.4
965,Blok,PB20011320-01,135.7,135.7
966,Saatlik,PH20011320,445.2,445.2
968,Blok,PB20011321-01,142.8,142.8
969,Saatlik,PH20011321,407.1,407.1
971,Blok,PB20011322-01,144.0,144.0
972,Blok,PB20011322-02,2.0,2.0
973,Saatlik,PH20011322,402.8,402.8
976,Blok,PB20011323-01,134.7,134.7
977,Saatlik,PH20011323,334.7,334.7
978,Blok,PB20011400-01,95.6,95.6
979,Saatlik,PH20011400,113.4,113.4
980,Blok,PB20011401-01,113.4,113.4
981,Blok,PB20011401-03,1.0,1.0
982,Saatlik,PH20011401,112.3,112.3
984,Blok,PB20011402-01,91.0,91.0
985,Saatlik,PH20011402,108.6,108.6
987,Blok,PB20011403-01,127.8,127.8
988,Saatlik,PH20011403,172.2,172.2
989,Blok,PB20011404-01,129.9,129.9
990,Saatlik,PH20011404,110.1,110.1
991,Blok,PB20011405-01,115.1,115.1
992,Saatlik,PH20011405,164.8,164.8
993,Blok,PB20011406-01,102.5,102.5
994,Saatlik,PH20011406,124.5,124.5
995,Blok,PB20011407-01,96.9,96.9
996,Saatlik,PH20011407,147.6,147.6
997,Blok,PB20011408-01,112.4,112.4
998,Saatlik,PH20011408,158.4,158.4
999,Blok,PB20011409-01,109.4,109.4
1000,Blok,PB20011409-02,18.0,18.0
1001,Saatlik,PH20011409,116.7,116.7
1003,Blok,PB20011410-01,87.7,87.7
1004,Saatlik,PH20011410,205.6,205.6
1005,Blok,PB20011411-01,96.5,96.5
1006,Blok,PB20011411-02,25.0,25.0
1007,Blok,PB20011411-05,0.5,0.5
1008,Saatlik,PH20011411,365.8,365.8
1011,Blok,PB20011412-01,102.8,102.8
1012,Saatlik,PH20011412,462.9,462.9
1014,Blok,PB20011413-01,112.1,112.1
1015,Saatlik,PH20011413,714.4,714.4
1017,Blok,PB20011414-01,101.7,101.7
1018,Saatlik,PH20011414,646.9,646.9
1020,Blok,PB20011415-01,103.1,103.1
1021,Saatlik,PH20011415,705.2,705.2
1022,Blok,PB20011416-01,108.9,108.9
1023,Blok,PB20011416-02,0.8,0.8
1024,Blok,PB20011416-04,1.0,1.0
1025,Saatlik,PH20011416,623.3,623.3
1028,Blok,PB20011417-01,100.8,100.8
1029,Saatlik,PH20011417,588.4,588.4
1031,Blok,PB20011418-01,107.0,107.0
1032,Saatlik,PH20011418,432.2,432.2
1034,Blok,PB20011419-01,104.2,104.2
1035,Saatlik,PH20011419,343.2,343.2
1036,Blok,PB20011420-01,105.7,105.7
1037,Saatlik,PH20011420,299.9,299.9
1038,Blok,PB20011421-01,104.8,104.8
1039,Saatlik,PH20011421,331.6,331.6
1040,Blok,PB20011422-01,96.7,96.7
1041,Blok,PB20011422-02,20.0,20.0
1042,Saatlik,PH20011422,302.4,302.4
1044,Blok,PB20011423-01,114.0,114.0
1045,Saatlik,PH20011423,234.9,234.9
1046,Blok,PB20011500-01,65.9,65.9
1047,Blok,PB20011500-13,1.0,1.0
1048,Saatlik,PH20011500,145.4,145.4
1050,Blok,PB20011501-01,75.5,75.5
1051,Saatlik,PH20011501,123.6,123.6
1053,Blok,PB20011502-01,97.4,97.4
1054,Saatlik,PH20011502,169.7,169.7
1056,Blok,PB20011503-01,98.1,98.1
1057,Saatlik,PH20011503,144.9,144.9
1059,Blok,PB20011504-01,134.3,134.3
1060,Saatlik,PH20011504,134.7,134.7
1062,Blok,PB20011505-01,136.3,136.3
1063,Saatlik,PH20011505,121.3,121.3
1065,Blok,PB20011506-01,148.2,148.2
1066,Saatlik,PH20011506,122.4,122.4
1068,Blok,PB20011507-01,135.3,135.3
1069,Saatlik,PH20011507,101.9,101.9
1071,Blok,PB20011508-01,113.7,113.7
1072,Saatlik,PH20011508,103.7,103.7
1074,Blok,PB20011509-01,140.9,140.9
1075,Saatlik,PH20011509,121.7,121.7
1077,Blok,PB20011510-01,188.9,188.9
1078,Saatlik,PH20011510,155.6,155.6
1080,Blok,PB20011511-01,228.0,228.0
1081,Saatlik,PH20011511,186.0,186.0
1083,Blok,PB20011512-01,227.8,227.8
1084,Blok,PB20011512-02,0.7,0.7
1085,Saatlik,PH20011512,203.8,203.8
1087,Blok,PB20011513-01,259.3,259.3
1088,Blok,PB20011513-03,1.0,1.0
1089,Blok,PB20011513-11,3.0,3.0
1090,Saatlik,PH20011513,615.1,615.1
1093,Blok,PB20011514-01,234.9,234.9
1094,Blok,PB20011514-10,0.1,0.1
1095,Saatlik,PH20011514,267.3,267.3
1099,Blok,PB20011515-01,271.0,271.0
1100,Blok,PB20011515-04,14.2,14.2
1101,Saatlik,PH20011515,248.7,248.7
1105,Blok,PB20011516-01,260.2,260.2
1106,Saatlik,PH20011516,216.7,216.7
1110,Blok,PB20011517-01,261.1,261.1
1111,Blok,PB20011517-07,0.5,0.5
1112,Saatlik,PH20011517,258.1,258.1
1117,Blok,PB20011518-01,214.3,214.3
1118,Saatlik,PH20011518,274.6,274.6
1122,Blok,PB20011519-01,230.7,230.7
1123,Saatlik,PH20011519,272.9,272.9
1127,Blok,PB20011520-01,222.7,222.7
1128,Saatlik,PH20011520,196.2,196.2
1132,Blok,PB20011521-01,214.6,214.6
1133,Saatlik,PH20011521,368.6,368.6
1137,Blok,PB20011522-01,213.3,213.3
1138,Saatlik,PH20011522,321.6,321.6
1142,Blok,PB20011523-01,230.4,230.4
1143,Saatlik,PH20011523,388.4,388.4
1144,Blok,PB20011600-01,258.7,258.7
1145,Blok,PB20011600-24,0.5,0.5
1146,Saatlik,PH20011600,149.1,149.1
1148,Blok,PB20011601-01,117.8,117.8
1149,Saatlik,PH20011601,84.1,84.1
1151,Blok,PB20011602-01,176.7,176.7
1152,Saatlik,PH20011602,123.6,123.6
1154,Blok,PB20011603-01,186.5,186.5
1155,Saatlik,PH20011603,145.0,145.0
1157,Blok,PB20011604-01,185.8,185.8
1158,Blok,PB20011604-03,10.0,10.0
1159,Blok,PB20011604-04,5.0,5.0
1160,Saatlik,PH20011604,136.9,136.9
1164,Blok,PB20011605-01,177.9,177.9
1165,Blok,PB20011605-02,5.0,5.0
1166,Saatlik,PH20011605,128.2,128.2
1171,Blok,PB20011606-01,193.0,193.0
1172,Saatlik,PH20011606,120.5,120.5
1175,Blok,PB20011607-01,160.3,160.3
1176,Saatlik,PH20011607,92.1,92.1
1178,Blok,PB20011608-01,189.6,189.6
1179,Saatlik,PH20011608,58.5,58.5
1181,Blok,PB20011609-01,191.8,191.8
1182,Saatlik,PH20011609,68.8,68.8
1184,Blok,PB20011610-01,243.6,243.6
1185,Saatlik,PH20011610,82.7,82.7
1187,Blok,PB20011611-01,337.3,337.3
1188,Saatlik,PH20011611,155.6,155.6
1190,Blok,PB20011612-01,282.1,282.1
1191,Blok,PB20011612-02,2.5,2.5
1192,Blok,PB20011612-05,7.4,7.4
1193,Saatlik,PH20011612,147.7,147.7
1197,Blok,PB20011613-01,273.3,273.3
1198,Saatlik,PH20011613,263.4,263.4
1201,Blok,PB20011614-01,276.6,276.6
1202,Blok,PB20011614-02,4.6,4.6
1203,Blok,PB20011614-08,1.0,1.0
1204,Saatlik,PH20011614,221.8,221.8
1209,Blok,PB20011615-01,244.8,244.8
1210,Saatlik,PH20011615,231.0,231.0
1214,Blok,PB20011616-01,193.2,193.2
1215,Saatlik,PH20011616,196.2,196.2
1218,Blok,PB20011617-01,207.5,207.5
1219,Blok,PB20011617-03,2.1,2.1
1220,Blok,PB20011617-05,4.0,4.0
1221,Saatlik,PH20011617,368.5,368.5
1226,Blok,PB20011618-01,230.3,230.3
1227,Saatlik,PH20011618,450.3,450.3
1232,Blok,PB20011619-01,254.6,254.6
1233,Saatlik,PH20011619,537.6,537.6
1237,Blok,PB20011620-01,279.2,279.2
1238,Saatlik,PH20011620,501.2,501.2
1242,Blok,PB20011621-01,281.0,281.0
1243,Saatlik,PH20011621,557.9,557.9
1245,Blok,PB20011622-01,313.6,313.6
1246,Blok,PB20011622-02,10.0,10.0
1247,Saatlik,PH20011622,565.8,565.8
1250,Blok,PB20011623-01,273.6,273.6
1251,Saatlik,PH20011623,921.0,921.0
1252,Blok,PB20011700-01,146.6,146.6
1253,Blok,PB20011700-08,0.5,0.5
1254,Saatlik,PH20011700,491.6,491.6
1256,Blok,PB20011701-01,102.8,102.8
1257,Saatlik,PH20011701,173.7,173.7
1259,Blok,PB20011702-01,135.7,135.7
1260,Saatlik,PH20011702,411.1,411.1
1262,Blok,PB20011703-01,117.6,117.6
1263,Saatlik,PH20011703,425.4,425.4
1265,Blok,PB20011704-01,154.3,154.3
1266,Saatlik,PH20011704,710.4,710.4
1268,Blok,PB20011705-01,133.4,133.4
1269,Saatlik,PH20011705,677.1,677.1
1271,Blok,PB20011706-01,135.6,135.6
1272,Blok,PB20011706-06,2.0,2.0
1273,Saatlik,PH20011706,392.5,392.5
1276,Blok,PB20011707-01,182.2,182.2
1277,Saatlik,PH20011707,249.4,249.4
1279,Blok,PB20011708-01,133.9,133.9
1280,Saatlik,PH20011708,78.0,78.0
1282,Blok,PB20011709-01,166.3,166.3
1283,Saatlik,PH20011709,154.9,154.9
1285,Blok,PB20011710-01,152.7,152.7
1286,Saatlik,PH20011710,201.5,201.5
1288,Blok,PB20011711-01,248.4,248.4
1289,Saatlik,PH20011711,234.3,234.3
1290,Blok,PB20011712-01,227.6,227.6
1291,Blok,PB20011712-04,3.0,3.0
1292,Saatlik,PH20011712,224.5,224.5
1294,Blok,PB20011713-01,176.4,176.4
1295,Saatlik,PH20011713,341.0,341.0
1297,Blok,PB20011714-01,222.9,222.9
1298,Saatlik,PH20011714,279.1,279.1
1300,Blok,PB20011715-01,232.0,232.0
1301,Saatlik,PH20011715,216.7,216.7
1302,Blok,PB20011716-01,144.5,144.5
1303,Blok,PB20011716-02,20.0,20.0
1304,Blok,PB20011716-03,2.0,2.0
1305,Saatlik,PH20011716,284.7,284.7
1308,Blok,PB20011717-01,163.4,163.4
1309,Blok,PB20011717-02,1.2,1.2
1310,Blok,PB20011717-04,0.5,0.5
1311,Saatlik,PH20011717,205.5,205.5
1315,Blok,PB20011718-01,163.8,163.8
1316,Saatlik,PH20011718,293.5,293.5
1318,Blok,PB20011719-01,139.8,139.8
1319,Blok,PB20011719-03,4.0,4.0
1320,Blok,PB20011719-05,2.0,2.0
1321,Saatlik,PH20011719,280.3,280.3
1325,Blok,PB20011720-01,146.8,146.8
1326,Saatlik,PH20011720,272.5,272.5
1329,Blok,PB20011721-01,178.8,178.8
1330,Saatlik,PH20011721,229.8,229.8
1332,Blok,PB20011722-01,212.2,212.2
1333,Blok,PB20011722-02,3.0,3.0
1334,Saatlik,PH20011722,413.7,413.7
1337,Blok,PB20011723-01,228.0,228.0
1338,Saatlik,PH20011723,312.2,312.2
1339,Blok,PB20011800-01,143.1,143.1
1340,Saatlik,PH20011800,104.5,104.5
1341,Blok,PB20011801-01,142.7,142.7
1342,Saatlik,PH20011801,104.2,104.2
1343,Blok,PB20011802-01,156.8,156.8
1344,Saatlik,PH20011802,128.3,128.3
1345,Blok,PB20011803-01,185.3,185.3
1346,Saatlik,PH20011803,80.1,80.1
1347,Blok,PB20011804-01,159.0,159.0
1348,Saatlik,PH20011804,89.4,89.4
1349,Blok,PB20011805-01,145.4,145.4
1350,Blok,PB20011805-07,2.0,2.0
1351,Saatlik,PH20011805,107.2,107.2
1353,Blok,PB20011806-01,170.7,170.7
1354,Saatlik,PH20011806,129.3,129.3
1356,Blok,PB20011807-01,153.5,153.5
1357,Saatlik,PH20011807,173.9,173.9
1359,Blok,PB20011808-01,186.0,186.0
1360,Saatlik,PH20011808,85.5,85.5
1362,Blok,PB20011809-01,209.7,209.7
1363,Saatlik,PH20011809,109.1,109.1
1365,Blok,PB20011810-01,223.5,223.5
1366,Saatlik,PH20011810,130.3,130.3
1368,Blok,PB20011811-01,228.0,228.0
1369,Saatlik,PH20011811,130.4,130.4
1370,Blok,PB20011812-01,180.0,180.0
1371,Saatlik,PH20011812,235.3,235.3
1372,Blok,PB20011813-01,171.9,171.9
1373,Blok,PB20011813-11,2.0,2.0
1374,Saatlik,PH20011813,259.4,259.4
1376,Blok,PB20011814-01,211.5,211.5
1377,Blok,PB20011814-03,1.0,1.0
1378,Saatlik,PH20011814,404.3,404.3
1381,Blok,PB20011815-01,214.2,214.2
1382,Saatlik,PH20011815,306.5,306.5
1385,Blok,PB20011816-01,172.5,172.5
1386,Saatlik,PH20011816,147.4,147.4
1388,Blok,PB20011817-01,200.2,200.2
1389,Saatlik,PH20011817,141.2,141.2
1391,Blok,PB20011818-01,221.0,221.0
1392,Saatlik,PH20011818,126.0,126.0
1394,Blok,PB20011819-01,225.4,225.4
1395,Blok,PB20011819-03,1.0,1.0
1396,Saatlik,PH20011819,175.3,175.3
1399,Blok,PB20011820-01,274.4,274.4
1400,Saatlik,PH20011820,194.8,194.8
1403,Blok,PB20011821-01,261.8,261.8
1404,Blok,PB20011821-03,0.5,0.5
1405,Saatlik,PH20011821,162.2,162.2
1408,Blok,PB20011822-01,314.3,314.3
1409,Saatlik,PH20011822,206.6,206.6
1412,Blok,PB20011823-01,288.2,288.2
1413,Saatlik,PH20011823,203.5,203.5
1414,Blok,PB20011900-01,219.8,219.8
1415,Saatlik,PH20011900,182.2,182.2
1416,Blok,PB20011901-01,239.7,239.7
1417,Blok,PB20011901-23,2.0,2.0
1418,Saatlik,PH20011901,219.3,219.3
1420,Blok,PB20011902-01,217.7,217.7
1421,Saatlik,PH20011902,285.9,285.9
1423,Blok,PB20011903-01,206.7,206.7
1424,Saatlik,PH20011903,456.8,456.8
1426,Blok,PB20011904-01,214.3,214.3
1427,Saatlik,PH20011904,309.3,309.3
1429,Blok,PB20011905-01,222.5,222.5
1430,Saatlik,PH20011905,248.0,248.0
1432,Blok,PB20011906-01,184.2,184.2
1433,Saatlik,PH20011906,94.5,94.5
1435,Blok,PB20011907-01,265.5,265.5
1436,Saatlik,PH20011907,121.1,121.1
1438,Blok,PB20011908-01,240.1,240.1
1439,Saatlik,PH20011908,342.6,342.6
1441,Blok,PB20011909-01,234.8,234.8
1442,Saatlik,PH20011909,524.6,524.6
1444,Blok,PB20011910-01,235.0,235.0
1445,Blok,PB20011910-02,8.0,8.0
1446,Saatlik,PH20011910,432.3,432.3
1449,Blok,PB20011911-01,218.6,218.6
1450,Saatlik,PH20011911,546.7,546.7
1452,Blok,PB20011912-01,262.4,262.4
1453,Saatlik,PH20011912,242.5,242.5
1455,Blok,PB20011913-01,285.6,285.6
1456,Saatlik,PH20011913,322.9,322.9
1458,Blok,PB20011914-01,304.6,304.6
1459,Saatlik,PH20011914,333.6,333.6
1461,Blok,PB20011915-01,281.8,281.8
1462,Saatlik,PH20011915,373.9,373.9
1464,Blok,PB20011916-01,259.4,259.4
1465,Saatlik,PH20011916,327.3,327.3
1467,Blok,PB20011917-01,242.9,242.9
1468,Saatlik,PH20011917,306.0,306.0
1470,Blok,PB20011918-01,291.5,291.5
1471,Saatlik,PH20011918,209.0,209.0
1473,Blok,PB20011919-01,263.6,263.6
1474,Saatlik,PH20011919,253.9,253.9
1476,Blok,PB20011920-01,201.1,201.1
1477,Blok,PB20011920-04,4.5,4.5
1478,Saatlik,PH20011920,111.9,111.9
1481,Blok,PB20011921-01,221.1,221.1
1482,Saatlik,PH20011921,101.9,101.9
1485,Blok,PB20011922-01,231.4,231.4
1486,Saatlik,PH20011922,228.0,228.0
1489,Blok,PB20011923-01,247.0,247.0
1490,Saatlik,PH20011923,226.9,226.9
1491,Blok,PB20012000-01,210.0,210.0
1492,Saatlik,PH20012000,163.2,163.2
1493,Blok,PB20012001-01,230.0,230.0
1494,Saatlik,PH20012001,252.6,252.6
1495,Blok,PB20012002-01,249.0,249.0
1496,Saatlik,PH20012002,333.8,333.8
1497,Blok,PB20012003-01,289.7,289.7
1498,Saatlik,PH20012003,528.2,528.2
1499,Blok,PB20012004-01,255.1,255.1
1500,Blok,PB20012004-04,5.0,5.0
1501,Saatlik,PH20012004,613.4,613.4
1503,Blok,PB20012005-01,241.4,241.4
1504,Blok,PB20012005-02,5.0,5.0
1505,Saatlik,PH20012005,563.3,563.3
1508,Blok,PB20012006-01,270.5,270.5
1509,Saatlik,PH20012006,457.9,457.9
1511,Blok,PB20012007-01,276.0,276.0
1512,Saatlik,PH20012007,222.4,222.4
1513,Blok,PB20012008-01,255.8,255.8
1514,Saatlik,PH20012008,291.8,291.8
1515,Blok,PB20012009-01,171.3,171.3
1516,Saatlik,PH20012009,306.0,306.0
1517,Blok,PB20012010-01,195.9,195.9
1518,Saatlik,PH20012010,376.3,376.3
1519,Blok,PB20012011-01,300.4,300.4
1520,Saatlik,PH20012011,455.0,455.0
1521,Blok,PB20012012-01,326.7,326.7
1522,Saatlik,PH20012012,651.0,651.0
1523,Blok,PB20012013-01,350.1,350.1
1524,Saatlik,PH20012013,720.9,720.9
1525,Blok,PB20012014-01,324.1,324.1
1526,Saatlik,PH20012014,475.4,475.4
1527,Blok,PB20012015-01,245.0,245.0
1528,Saatlik,PH20012015,624.2,624.2
1529,Blok,PB20012016-01,201.4,201.4
1530,Saatlik,PH20012016,501.0,501.0
1531,Blok,PB20012017-01,249.5,249.5
1532,Blok,PB20012017-02,4.0,4.0
1533,Saatlik,PH20012017,566.3,566.3
1535,Blok,PB20012018-01,231.5,231.5
1536,Saatlik,PH20012018,480.0,480.0
1537,Blok,PB20012019-01,217.8,217.8
1538,Blok,PB20012019-02,4.0,4.0
1539,Saatlik,PH20012019,418.4,418.4
1541,Blok,PB20012020-01,117.4,117.4
1542,Saatlik,PH20012020,383.4,383.4
1543,Blok,PB20012021-01,146.4,146.4
1544,Saatlik,PH20012021,327.3,327.3
1545,Blok,PB20012022-01,132.4,132.4
1546,Saatlik,PH20012022,366.0,366.0
1547,Blok,PB20012023-01,157.3,157.3
1548,Saatlik,PH20012023,339.2,339.2
1549,Blok,PB20012100-01,228.0,228.0
1550,Saatlik,PH20012100,95.7,95.7
1551,Blok,PB20012101-01,262.6,262.6
1552,Saatlik,PH20012101,90.3,90.3
1553,Blok,PB20012102-01,262.8,262.8
1554,Saatlik,PH20012102,259.1,259.1
1555,Blok,PB20012103-01,264.2,264.2
1556,Saatlik,PH20012103,91.7,91.7
1557,Blok,PB20012104-01,234.5,234.5
1558,Saatlik,PH20012104,250.4,250.4
1559,Blok,PB20012105-01,232.5,232.5
1560,Saatlik,PH20012105,249.6,249.6
1561,Blok,PB20012106-01,240.2,240.2
1562,Saatlik,PH20012106,126.1,126.1
1563,Blok,PB20012107-01,243.9,243.9
1564,Saatlik,PH20012107,89.0,89.0
1565,Blok,PB20012108-01,245.6,245.6
1566,Saatlik,PH20012108,84.3,84.3
1567,Blok,PB20012109-01,184.8,184.8
1568,Blok,PB20012109-02,70.0,70.0
1569,Saatlik,PH20012109,99.5,99.5
1571,Blok,PB20012110-01,191.0,191.0
1572,Saatlik,PH20012110,166.8,166.8
1573,Blok,PB20012111-01,256.1,256.1
1574,Blok,PB20012111-03,0.5,0.5
1575,Blok,PB20012111-13,2.5,2.5
1576,Saatlik,PH20012111,265.4,265.4
1579,Blok,PB20012112-01,258.6,258.6
1580,Saatlik,PH20012112,470.4,470.4
1583,Blok,PB20012113-01,264.1,264.1
1584,Saatlik,PH20012113,617.9,617.9
1586,Blok,PB20012114-01,271.0,271.0
1587,Saatlik,PH20012114,542.2,542.2
1589,Blok,PB20012115-01,267.6,267.6
1590,Saatlik,PH20012115,504.3,504.3
1592,Blok,PB20012116-01,267.9,267.9
1593,Saatlik,PH20012116,484.0,484.0
1595,Blok,PB20012117-01,247.1,247.1
1596,Saatlik,PH20012117,456.2,456.2
1598,Blok,PB20012118-01,266.6,266.6
1599,Blok,PB20012118-03,2.0,2.0
1600,Blok,PB20012118-04,1.0,1.0
1601,Blok,PB20012118-06,2.0,2.0
1602,Saatlik,PH20012118,416.1,416.1
1607,Blok,PB20012119-01,281.5,281.5
1608,Saatlik,PH20012119,445.7,445.7
1613,Blok,PB20012120-01,263.5,263.5
1614,Blok,PB20012120-02,5.0,5.0
1615,Blok,PB20012120-03,0.4,0.4
1616,Saatlik,PH20012120,491.8,491.8
1622,Blok,PB20012121-01,204.9,204.9
1623,Blok,PB20012121-03,59.0,59.0
1624,Saatlik,PH20012121,419.5,419.5
1629,Blok,PB20012122-01,269.1,269.1
1630,Saatlik,PH20012122,375.9,375.9
1634,Blok,PB20012123-01,301.5,301.5
1635,Saatlik,PH20012123,409.6,409.6
1636,Blok,PB20012200-01,164.3,164.3
1637,Blok,PB20012200-10,1.5,1.5
1638,Saatlik,PH20012200,191.0,191.0
1640,Blok,PB20012201-01,165.0,165.0
1641,Saatlik,PH20012201,147.2,147.2
1643,Blok,PB20012202-01,189.0,189.0
1644,Saatlik,PH20012202,269.4,269.4
1646,Blok,PB20012203-01,190.0,190.0
1647,Saatlik,PH20012203,415.4,415.4
1649,Blok,PB20012204-01,196.1,196.1
1650,Saatlik,PH20012204,372.9,372.9
1652,Blok,PB20012205-01,193.4,193.4
1653,Saatlik,PH20012205,458.8,458.8
1655,Blok,PB20012206-01,216.4,216.4
1656,Saatlik,PH20012206,368.9,368.9
1658,Blok,PB20012207-01,186.5,186.5
1659,Saatlik,PH20012207,173.8,173.8
1661,Blok,PB20012208-01,195.6,195.6
1662,Saatlik,PH20012208,154.7,154.7
1664,Blok,PB20012209-01,184.6,184.6
1665,Saatlik,PH20012209,144.9,144.9
1666,Blok,PB20012210-01,216.2,216.2
1667,Saatlik,PH20012210,351.5,351.5
1668,Blok,PB20012211-01,208.8,208.8
1669,Saatlik,PH20012211,621.9,621.9
1670,Blok,PB20012212-01,257.5,257.5
1671,Saatlik,PH20012212,704.3,704.3
1672,Blok,PB20012213-01,240.8,240.8
1673,Saatlik,PH20012213,763.4,763.4
1674,Blok,PB20012214-01,171.6,171.6
1675,Saatlik,PH20012214,796.8,796.8
1676,Blok,PB20012215-01,190.5,190.5
1677,Saatlik,PH20012215,480.5,480.5
1678,Blok,PB20012216-01,190.2,190.2
1679,Blok,PB20012216-08,2.5,2.5
1680,Saatlik,PH20012216,1325.7,1325.7
1682,Blok,PB20012217-01,161.3,161.3
1683,Saatlik,PH20012217,2025.7,2025.7
1685,Blok,PB20012218-01,251.8,251.8
1686,Saatlik,PH20012218,1260.9,1260.9
1688,Blok,PB20012219-01,189.3,189.3
1689,Saatlik,PH20012219,829.7,829.7
1691,Blok,PB20012220-01,213.4,213.4
1692,Saatlik,PH20012220,367.8,367.8
1694,Blok,PB20012221-01,191.3,191.3
1695,Saatlik,PH20012221,297.0,297.0
1697,Blok,PB20012222-01,150.6,150.6
1698,Saatlik,PH20012222,258.8,258.8
1700,Blok,PB20012223-01,148.8,148.8
1701,Saatlik,PH20012223,201.8,201.8
1702,Blok,PB20012300-01,123.3,123.3
1703,Blok,PB20012300-12,0.5,0.5
1704,Saatlik,PH20012300,119.1,119.1
1706,Blok,PB20012301-01,92.2,92.2
1707,Saatlik,PH20012301,188.2,188.2
1709,Blok,PB20012302-01,118.2,118.2
1710,Saatlik,PH20012302,192.4,192.4
1712,Blok,PB20012303-01,120.9,120.9
1713,Saatlik,PH20012303,249.6,249.6
1715,Blok,PB20012304-01,126.9,126.9
1716,Saatlik,PH20012304,243.3,243.3
1718,Blok,PB20012305-01,139.9,139.9
1719,Saatlik,PH20012305,138.3,138.3
1721,Blok,PB20012306-01,172.2,172.2
1722,Saatlik,PH20012306,132.5,132.5
1724,Blok,PB20012307-01,179.2,179.2
1725,Saatlik,PH20012307,116.5,116.5
1727,Blok,PB20012308-01,211.7,211.7
1728,Saatlik,PH20012308,118.5,118.5
1730,Blok,PB20012309-01,213.5,213.5
1731,Saatlik,PH20012309,103.9,103.9
1733,Blok,PB20012310-01,213.6,213.6
1734,Saatlik,PH20012310,210.2,210.2
1736,Blok,PB20012311-01,208.5,208.5
1737,Saatlik,PH20012311,243.2,243.2
1738,Blok,PB20012312-01,285.1,285.1
1739,Blok,PB20012312-02,21.0,21.0
1740,Saatlik,PH20012312,204.7,204.7
1742,Blok,PB20012313-01,307.9,307.9
1743,Saatlik,PH20012313,274.4,274.4
1744,Blok,PB20012314-01,358.5,358.5
1745,Blok,PB20012314-06,2.0,2.0
1746,Saatlik,PH20012314,272.2,272.2
1748,Blok,PB20012315-01,359.3,359.3
1749,Blok,PB20012315-02,53.8,53.8
1750,Saatlik,PH20012315,332.7,332.7
1753,Blok,PB20012316-01,314.7,314.7
1754,Blok,PB20012316-02,1.8,1.8
1755,Blok,PB20012316-04,0.5,0.5
1756,Saatlik,PH20012316,346.7,346.7
1760,Blok,PB20012317-01,282.5,282.5
1761,Blok,PB20012317-02,14.0,14.0
1762,Saatlik,PH20012317,418.8,418.8
1766,Blok,PB20012318-01,267.0,267.0
1767,Blok,PB20012318-02,1.8,1.8
1768,Saatlik,PH20012318,379.9,379.9
1772,Blok,PB20012319-01,274.6,274.6
1773,Saatlik,PH20012319,462.5,462.5
1774,Blok,PB20012320-01,228.3,228.3
1775,Blok,PB20012320-02,1.8,1.8
